id,marital-status,occupation,relationship,race,gender
9161, Married-civ-spouse, Craft-repair, Husband, White, Male
9162, Married-civ-spouse, Other-service, Wife, White, Female
9163, Never-married, Prof-specialty, Not-in-family, White, Female
9164, Never-married, Prof-specialty, Not-in-family, White, Female
9165, Married-civ-spouse, Sales, Husband, White, Male
9166, Married-civ-spouse, Other-service, Wife, White, Female
9167, Married-civ-spouse, Prof-specialty, Husband, White, Male
9168, Never-married, Craft-repair, Not-in-family, White, Male
9169, Widowed, Exec-managerial, Not-in-family, White, Female
9170, Married-civ-spouse, Craft-repair, Husband, White, Male
9171, Never-married, ?, Own-child, Black, Male
9172, Never-married, Prof-specialty, Own-child, White, Female
9173, Never-married, Adm-clerical, Not-in-family, White, Male
9174, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
9175, Never-married, Sales, Own-child, White, Female
9176, Never-married, Exec-managerial, Unmarried, White, Female
9177, Never-married, Adm-clerical, Own-child, White, Female
9178, Married-civ-spouse, Adm-clerical, Husband, White, Male
9179, Never-married, ?, Not-in-family, White, Male
9180, Married-civ-spouse, Exec-managerial, Husband, White, Male
9181, Married-civ-spouse, Craft-repair, Husband, White, Male
9182, Widowed, Prof-specialty, Not-in-family, White, Female
9183, Married-civ-spouse, Sales, Husband, White, Male
9184, Separated, Machine-op-inspct, Other-relative, White, Male
9185, Married-civ-spouse, Prof-specialty, Husband, White, Male
9186, Never-married, Tech-support, Not-in-family, White, Male
9187, Married-civ-spouse, Craft-repair, Husband, White, Male
9188, Married-civ-spouse, Other-service, Husband, White, Male
9189, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
9190, Never-married, Exec-managerial, Not-in-family, White, Male
9191, Married-civ-spouse, Other-service, Husband, White, Male
9192, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
9193, Married-civ-spouse, Exec-managerial, Husband, White, Male
9194, Never-married, Adm-clerical, Unmarried, White, Male
9195, Married-civ-spouse, Prof-specialty, Husband, White, Male
9196, Never-married, Prof-specialty, Not-in-family, White, Male
9197, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male
9198, Married-civ-spouse, ?, Husband, White, Male
9199, Married-civ-spouse, Sales, Husband, White, Male
9200, Married-civ-spouse, Prof-specialty, Husband, White, Male
9201, Married-civ-spouse, Transport-moving, Husband, White, Male
9202, Married-civ-spouse, Other-service, Wife, White, Female
9203, Separated, Other-service, Unmarried, White, Female
9204, Never-married, Prof-specialty, Not-in-family, White, Female
9205, Married-civ-spouse, Tech-support, Husband, White, Male
9206, Married-civ-spouse, Adm-clerical, Husband, Black, Male
9207, Widowed, Farming-fishing, Other-relative, White, Female
9208, Never-married, Handlers-cleaners, Not-in-family, White, Female
9209, Never-married, Handlers-cleaners, Own-child, White, Male
9210, Never-married, Other-service, Unmarried, White, Female
9211, Married-civ-spouse, Exec-managerial, Wife, White, Female
9212, Married-civ-spouse, ?, Own-child, White, Female
9213, Never-married, Prof-specialty, Not-in-family, White, Male
9214, Married-civ-spouse, Adm-clerical, Husband, Black, Male
9215, Never-married, ?, Own-child, White, Male
9216, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male
9217, Married-civ-spouse, Sales, Husband, White, Male
9218, Married-civ-spouse, Exec-managerial, Husband, White, Male
9219, Married-civ-spouse, Exec-managerial, Husband, White, Male
9220, Never-married, Prof-specialty, Unmarried, White, Female
9221, Separated, Adm-clerical, Not-in-family, White, Female
9222, Divorced, Handlers-cleaners, Not-in-family, White, Male
9223, Never-married, Prof-specialty, Not-in-family, White, Female
9224, Never-married, Tech-support, Other-relative, White, Male
9225, Married-civ-spouse, Craft-repair, Husband, White, Male
9226, Married-civ-spouse, Protective-serv, Husband, White, Male
9227, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female
9228, Never-married, Prof-specialty, Not-in-family, White, Female
9229, Married-civ-spouse, Sales, Husband, White, Male
9230, Married-civ-spouse, Sales, Husband, White, Male
9231, Never-married, Other-service, Unmarried, Black, Female
9232, Married-civ-spouse, Craft-repair, Husband, White, Male
9233, Married-civ-spouse, Exec-managerial, Husband, White, Male
9234, Married-civ-spouse, Transport-moving, Husband, White, Male
9235, Never-married, Tech-support, Not-in-family, White, Female
9236, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
9237, Never-married, Craft-repair, Not-in-family, White, Male
9238, Married-civ-spouse, Adm-clerical, Husband, White, Male
9239, Divorced, Adm-clerical, Unmarried, White, Female
9240, Separated, Prof-specialty, Own-child, White, Female
9241, Never-married, Adm-clerical, Own-child, White, Female
9242, Married-civ-spouse, Sales, Husband, Black, Male
9243, Married-civ-spouse, Craft-repair, Husband, White, Male
9244, Never-married, Sales, Other-relative, White, Female
9245, Never-married, Machine-op-inspct, Not-in-family, Black, Female
9246, Married-civ-spouse, ?, Husband, White, Male
9247, Married-civ-spouse, Craft-repair, Husband, White, Male
9248, Married-civ-spouse, Craft-repair, Husband, White, Male
9249, Divorced, Exec-managerial, Unmarried, Black, Female
9250, Married-civ-spouse, Other-service, Wife, Black, Female
9251, Never-married, Transport-moving, Own-child, White, Male
9252, Divorced, Craft-repair, Unmarried, White, Male
9253, Married-civ-spouse, Other-service, Husband, Other, Male
9254, Divorced, Adm-clerical, Not-in-family, White, Female
9255, Married-civ-spouse, Adm-clerical, Husband, White, Male
9256, Never-married, Sales, Not-in-family, White, Male
9257, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
9258, Never-married, Farming-fishing, Own-child, White, Male
9259, Divorced, Other-service, Unmarried, White, Female
9260, Married-civ-spouse, Transport-moving, Husband, White, Male
9261, Married-civ-spouse, Exec-managerial, Husband, White, Male
9262, Divorced, Other-service, Not-in-family, White, Female
9263, Separated, Handlers-cleaners, Unmarried, White, Female
9264, Never-married, Prof-specialty, Not-in-family, White, Male
9265, Never-married, Other-service, Own-child, White, Male
9266, Married-civ-spouse, Sales, Husband, White, Male
9267, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male
9268, Divorced, Transport-moving, Not-in-family, White, Male
9269, Married-civ-spouse, Exec-managerial, Husband, White, Male
9270, Married-civ-spouse, Tech-support, Husband, White, Male
9271, Married-civ-spouse, Sales, Husband, White, Male
9272, Never-married, Other-service, Own-child, White, Male
9273, Never-married, Sales, Own-child, White, Female
9274, Married-civ-spouse, Prof-specialty, Husband, White, Male
9275, Married-civ-spouse, Exec-managerial, Husband, White, Male
9276, Never-married, Other-service, Not-in-family, White, Male
9277, Married-civ-spouse, Prof-specialty, Husband, White, Male
9278, Never-married, Prof-specialty, Not-in-family, Other, Female
9279, Divorced, Tech-support, Not-in-family, White, Female
9280, Married-civ-spouse, Machine-op-inspct, Wife, White, Female
9281, Married-civ-spouse, Craft-repair, Husband, White, Male
9282, Divorced, Sales, Unmarried, White, Female
9283, Married-civ-spouse, Exec-managerial, Husband, White, Male
9284, Divorced, Craft-repair, Not-in-family, White, Male
9285, Married-civ-spouse, Craft-repair, Husband, White, Male
9286, Married-civ-spouse, Sales, Husband, White, Male
9287, Never-married, Adm-clerical, Not-in-family, Black, Female
9288, Separated, Other-service, Not-in-family, White, Female
9289, Married-civ-spouse, Craft-repair, Husband, White, Male
9290, Never-married, Exec-managerial, Not-in-family, White, Female
9291, Married-civ-spouse, Other-service, Wife, White, Female
9292, Widowed, Other-service, Unmarried, White, Female
9293, Married-civ-spouse, Transport-moving, Husband, White, Male
9294, Never-married, ?, Own-child, White, Male
9295, Divorced, Adm-clerical, Not-in-family, White, Female
9296, Never-married, Exec-managerial, Not-in-family, White, Male
9297, Married-civ-spouse, Craft-repair, Husband, White, Male
9298, Divorced, Adm-clerical, Not-in-family, White, Female
9299, Never-married, Exec-managerial, Not-in-family, White, Male
9300, Married-civ-spouse, Prof-specialty, Husband, White, Male
9301, Separated, Craft-repair, Unmarried, Black, Female
9302, Never-married, Other-service, Own-child, White, Male
9303, Married-civ-spouse, Prof-specialty, Husband, White, Male
9304, Married-civ-spouse, Farming-fishing, Husband, White, Male
9305, Never-married, Adm-clerical, Other-relative, White, Male
9306, Never-married, Other-service, Not-in-family, White, Male
9307, Married-civ-spouse, Exec-managerial, Husband, White, Male
9308, Never-married, Craft-repair, Not-in-family, White, Male
9309, Separated, Sales, Not-in-family, White, Male
9310, Married-civ-spouse, Prof-specialty, Husband, White, Male
9311, Married-civ-spouse, Sales, Husband, White, Male
9312, Married-civ-spouse, Exec-managerial, Husband, White, Male
9313, Divorced, Craft-repair, Not-in-family, White, Male
9314, Divorced, Other-service, Not-in-family, White, Male
9315, Never-married, Adm-clerical, Unmarried, Black, Female
9316, Married-civ-spouse, Exec-managerial, Wife, White, Female
9317, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male
9318, Divorced, Craft-repair, Own-child, White, Male
9319, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male
9320, Married-civ-spouse, Adm-clerical, Husband, White, Male
9321, Married-civ-spouse, Sales, Husband, White, Male
9322, Married-civ-spouse, Sales, Husband, White, Male
9323, Never-married, Prof-specialty, Own-child, White, Male
9324, Married-civ-spouse, Farming-fishing, Husband, White, Male
9325, Married-civ-spouse, ?, Husband, White, Male
9326, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male
9327, Never-married, Adm-clerical, Own-child, Black, Male
9328, Never-married, Craft-repair, Not-in-family, White, Male
9329, Never-married, Other-service, Not-in-family, White, Female
9330, Never-married, Exec-managerial, Not-in-family, White, Male
9331, Never-married, Adm-clerical, Not-in-family, Black, Female
9332, Married-civ-spouse, Exec-managerial, Husband, White, Male
9333, Never-married, Machine-op-inspct, Not-in-family, White, Male
9334, Divorced, Sales, Unmarried, White, Female
9335, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
9336, Never-married, Craft-repair, Own-child, White, Male
9337, Married-civ-spouse, Sales, Husband, White, Male
9338, Never-married, Protective-serv, Not-in-family, White, Male
9339, Married-civ-spouse, Exec-managerial, Husband, White, Male
9340, Divorced, Sales, Unmarried, White, Female
9341, Never-married, ?, Not-in-family, White, Female
9342, Never-married, Adm-clerical, Own-child, White, Male
9343, Married-civ-spouse, ?, Husband, White, Male
9344, Never-married, Other-service, Own-child, White, Male
9345, Married-civ-spouse, Protective-serv, Husband, White, Male
9346, Married-civ-spouse, Exec-managerial, Husband, White, Male
9347, Married-civ-spouse, Farming-fishing, Husband, Other, Male
9348, Married-civ-spouse, Adm-clerical, Wife, White, Female
9349, Married-civ-spouse, Exec-managerial, Husband, White, Male
9350, Never-married, Sales, Own-child, White, Female
9351, Divorced, Prof-specialty, Unmarried, White, Female
9352, Never-married, ?, Unmarried, White, Male
9353, Married-civ-spouse, Prof-specialty, Husband, White, Male
9354, Never-married, ?, Own-child, Asian-Pac-Islander, Female
9355, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male
9356, Divorced, Machine-op-inspct, Own-child, Black, Male
9357, Never-married, Handlers-cleaners, Own-child, White, Female
9358, Married-civ-spouse, Sales, Husband, White, Male
9359, Never-married, ?, Own-child, White, Female
9360, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
9361, Divorced, Machine-op-inspct, Unmarried, Black, Female
9362, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
9363, Never-married, Farming-fishing, Own-child, White, Male
9364, Married-civ-spouse, Other-service, Husband, White, Male
9365, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
9366, Divorced, Exec-managerial, Not-in-family, White, Male
9367, Never-married, Tech-support, Own-child, White, Female
9368, Never-married, ?, Own-child, White, Male
9369, Never-married, Machine-op-inspct, Unmarried, White, Female
9370, Never-married, Adm-clerical, Not-in-family, White, Female
9371, Divorced, Handlers-cleaners, Not-in-family, White, Male
9372, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male
9373, Married-civ-spouse, Prof-specialty, Husband, White, Male
9374, Married-civ-spouse, Prof-specialty, Husband, White, Male
9375, Married-civ-spouse, Exec-managerial, Wife, White, Female
9376, Married-civ-spouse, Craft-repair, Husband, White, Male
9377, Married-civ-spouse, Sales, Husband, White, Male
9378, Widowed, Adm-clerical, Unmarried, White, Female
9379, Married-civ-spouse, Exec-managerial, Husband, White, Male
9380, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
9381, Never-married, Tech-support, Unmarried, Black, Female
9382, Never-married, Other-service, Own-child, White, Male
9383, Married-civ-spouse, Other-service, Husband, White, Male
9384, Never-married, Sales, Unmarried, White, Male
9385, Never-married, Exec-managerial, Own-child, White, Female
9386, Never-married, Other-service, Own-child, White, Male
9387, Married-civ-spouse, Exec-managerial, Husband, White, Male
9388, Married-civ-spouse, Craft-repair, Husband, White, Male
9389, Married-civ-spouse, Protective-serv, Husband, White, Male
9390, Divorced, Craft-repair, Unmarried, White, Male
9391, Married-civ-spouse, Craft-repair, Husband, White, Male
9392, Married-civ-spouse, Transport-moving, Husband, White, Male
9393, Married-civ-spouse, Exec-managerial, Husband, White, Male
9394, Married-civ-spouse, Craft-repair, Husband, White, Male
9395, Never-married, Other-service, Own-child, White, Female
9396, Never-married, Sales, Own-child, White, Female
9397, Married-civ-spouse, Sales, Husband, White, Male
9398, Married-civ-spouse, Sales, Husband, White, Male
9399, Never-married, Farming-fishing, Own-child, White, Male
9400, Married-civ-spouse, Prof-specialty, Husband, White, Male
9401, Married-civ-spouse, Farming-fishing, Husband, White, Male
9402, Never-married, Prof-specialty, Own-child, White, Female
